month,day,country_of_user,model_photography,page_number,unique_product_models,category_1_clicks,category_2_clicks,category_3_clicks,num_revisits
4,1,9,1,1,2,3,0,0,1.0
4,1,29,1,1,3,0,3,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,1,1,2,0,0,0,0.0
4,1,29,2,4,18,4,2,2,2.0
4,1,29,2,1,2,0,0,0,0.0
4,1,29,2,2,3,2,1,0,0.0
4,1,29,1,4,4,0,0,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,2,2,6,1,4,0,0.0
4,1,24,2,2,6,1,4,2,1.0
4,1,24,1,2,2,2,0,0,0.0
4,1,9,2,2,2,1,0,1,0.0
4,1,9,1,2,2,2,0,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,9,2,2,8,5,1,2,0.0
4,1,9,2,2,5,2,4,0,1.0
4,1,29,2,2,6,4,2,2,2.0
4,1,29,1,1,3,2,0,0,0.0
4,1,29,2,2,7,0,0,2,0.0
4,1,29,2,3,7,3,1,1,0.0
4,1,29,2,3,33,12,19,2,1.0
4,1,29,1,1,2,0,0,2,0.0
4,1,29,2,2,4,3,0,2,1.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,3,4,0,0,0,0.0
4,1,29,1,1,2,0,0,2,0.0
4,1,29,2,1,5,2,1,2,0.0
4,1,29,2,1,4,0,4,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,2,4,0,0,1,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,1,3,3,0,0,0.0
4,1,29,2,4,8,9,0,0,3.0
4,1,29,2,1,5,2,1,0,1.0
4,1,29,1,1,2,1,0,0,0.0
4,1,29,2,1,4,2,0,2,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,2,3,4,0,0,2,0.0
4,1,29,2,2,2,0,0,0,0.0
4,1,29,1,2,3,2,0,1,0.0
4,1,29,2,2,8,6,2,4,4.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,1,2,5,0,5,0,0.0
4,1,29,2,1,4,2,0,0,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,1,4,0,0,2,0.0
4,1,29,2,3,5,1,1,3,1.0
4,1,29,1,2,3,1,2,0,0.0
4,1,29,1,1,2,2,0,0,0.0
4,1,29,2,4,21,1,5,7,1.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,1,2,2,1,0,0,0.0
4,1,29,2,3,3,0,0,0,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,2,3,0,0,4,1.0
4,1,29,1,1,3,0,0,3,0.0
4,1,29,2,2,2,2,0,0,0.0
4,1,29,1,2,4,0,3,1,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,44,2,1,3,0,0,3,0.0
4,1,34,2,4,25,0,0,24,5.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,2,2,8,4,4,0,0.0
4,1,29,2,1,5,2,0,4,1.0
4,1,29,2,2,3,0,3,0,0.0
4,1,29,2,2,18,5,8,0,3.0
4,1,29,2,3,7,0,0,0,1.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,1,2,3,2,0,0,0.0
4,1,29,1,2,3,0,3,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,5,10,2,1,4,1.0
4,1,29,2,1,7,0,0,0,1.0
4,1,29,2,1,16,7,7,2,0.0
4,1,29,2,4,36,13,0,12,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,2,4,7,0,0,4,0.0
4,1,29,2,2,8,0,0,4,0.0
4,1,29,1,2,12,14,1,0,1.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,2,4,0,0,2,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,3,15,9,3,3,0.0
4,1,29,2,2,5,2,0,3,0.0
4,1,29,2,3,9,0,1,4,0.0
4,1,29,2,2,5,1,0,1,0.0
4,1,29,2,4,26,0,8,12,1.0
4,1,9,2,1,6,3,2,1,0.0
4,1,29,2,1,5,0,2,2,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,1,2,6,5,0,1,0.0
4,1,29,2,4,19,4,7,8,1.0
4,1,29,1,1,3,0,3,0,0.0
4,1,29,2,1,2,0,2,0,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,1,2,2,0,2,0,0.0
4,1,29,1,2,8,2,6,0,0.0
4,1,29,2,1,9,1,1,7,1.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,1,8,7,1,0,0.0
4,1,29,2,3,15,9,2,4,0.0
4,1,29,2,4,16,1,0,2,2.0
4,1,29,2,2,8,5,1,1,1.0
4,1,29,2,1,3,0,5,0,2.0
4,1,29,2,1,3,0,3,0,1.0
4,1,29,2,2,5,5,0,0,0.0
4,1,29,2,2,6,6,0,0,0.0
4,1,29,2,3,6,0,0,9,3.0
4,1,29,1,1,2,0,0,0,0.0
4,1,29,2,3,18,7,6,7,4.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,2,7,4,1,0,0.0
4,1,29,2,4,6,0,0,6,0.0
4,1,29,1,2,4,0,2,2,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,1,1,2,1,0,1,0.0
4,1,29,1,1,8,8,0,0,0.0
4,1,29,2,1,8,0,6,0,1.0
4,1,29,2,2,7,0,2,5,0.0
4,1,29,2,3,6,1,2,1,0.0
4,1,29,1,2,5,4,0,0,0.0
4,1,29,2,3,8,0,0,7,0.0
4,1,29,2,1,3,1,0,2,0.0
4,1,29,2,3,9,0,5,5,2.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,3,4,0,1,1,0.0
4,1,29,2,5,24,0,7,5,2.0
4,1,29,1,2,3,0,2,1,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,3,8,0,6,2,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,2,4,10,7,0,0,1.0
4,1,29,2,1,2,0,1,1,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,2,2,15,1,0,14,0.0
4,1,29,2,3,9,1,3,2,0.0
4,1,29,2,2,3,0,0,0,0.0
4,1,28,1,1,7,6,0,0,2.0
4,1,29,1,1,2,0,2,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,9,2,3,13,11,2,3,3.0
4,1,29,2,1,15,15,0,0,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,1,1,2,0,0,2,0.0
4,1,24,1,1,5,2,1,2,0.0
4,1,24,1,1,2,0,2,0,0.0
4,1,29,1,3,10,0,7,3,0.0
4,1,29,2,4,11,4,0,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,3,9,0,0,0,0.0
4,1,29,2,1,5,0,2,0,0.0
4,1,29,2,1,10,0,4,2,1.0
4,1,29,2,1,3,0,0,1,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,1,1,3,0,2,0,1.0
4,1,29,1,1,3,2,0,1,0.0
4,1,9,1,1,1,1,0,0,0.0
4,1,29,2,2,13,4,6,4,3.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,4,11,0,9,1,2.0
4,1,29,2,3,4,1,0,0,0.0
4,1,29,2,4,20,1,3,4,0.0
4,1,29,2,3,12,10,0,4,2.0
4,1,29,2,3,9,1,4,0,3.0
4,1,29,2,2,9,0,9,0,0.0
4,1,29,2,1,4,0,2,0,1.0
4,1,29,1,1,2,1,0,1,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,2,1,2,1,0,0,0.0
4,1,29,2,4,10,2,3,6,1.0
4,1,29,2,2,2,0,1,1,0.0
4,1,29,1,1,3,1,0,1,0.0
4,1,29,2,3,4,0,0,0,0.0
4,1,29,2,1,4,1,0,1,1.0
4,1,29,2,3,33,14,2,23,5.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,1,3,0,2,1,0.0
4,1,29,2,3,6,3,0,3,1.0
4,1,29,2,3,4,2,0,0,1.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,1,2,3,0,2,1,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,2,8,3,2,2,0.0
4,1,29,1,1,1,0,0,0,1.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,4,6,0,4,0,0.0
4,1,29,2,1,11,3,6,0,0.0
4,1,29,2,2,4,0,0,0,0.0
4,1,9,2,4,7,2,3,2,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,1,7,0,7,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,46,2,1,3,0,0,1,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,44,2,3,9,3,0,1,0.0
4,1,29,2,3,5,2,0,3,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,1,1,2,0,0,2,0.0
4,1,29,2,2,6,1,1,2,1.0
4,1,29,2,4,22,2,4,5,1.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,2,6,0,3,3,0.0
4,1,29,2,3,9,4,3,3,1.0
4,1,29,2,3,8,1,1,3,0.0
4,1,29,2,2,12,7,0,0,0.0
4,1,29,1,1,3,2,0,1,0.0
4,1,29,1,1,3,1,0,2,0.0
4,1,29,1,1,6,3,1,1,0.0
4,1,29,2,3,6,0,2,0,0.0
4,1,29,2,3,11,2,0,9,0.0
4,1,29,2,2,3,0,3,0,0.0
4,1,29,2,4,4,0,1,3,0.0
4,1,29,2,2,7,0,3,0,0.0
4,1,29,1,3,6,0,1,3,0.0
4,1,9,2,3,7,5,2,0,0.0
4,1,9,1,1,1,0,1,0,0.0
4,1,29,2,1,3,1,2,0,0.0
4,1,9,1,1,3,0,3,0,0.0
4,1,29,2,2,10,8,0,0,1.0
4,1,29,2,4,18,7,6,0,6.0
4,1,29,2,3,4,0,0,0,0.0
4,1,9,2,3,4,1,0,3,0.0
4,1,29,2,1,5,2,0,5,2.0
4,1,29,1,2,2,2,0,1,1.0
4,1,29,2,3,8,1,0,2,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,3,3,0,1,0,0.0
4,1,44,1,1,1,1,0,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,44,2,1,2,0,1,1,0.0
4,1,44,1,1,1,0,0,0,0.0
4,1,29,1,1,6,5,1,0,0.0
4,1,29,1,1,2,1,0,0,1.0
4,1,29,2,2,4,0,0,0,0.0
4,1,29,2,1,5,3,0,2,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,1,17,6,5,7,1.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,1,2,0,0,0,0.0
4,1,29,2,1,6,5,0,0,0.0
4,1,29,2,2,3,2,0,0,0.0
4,1,29,2,4,8,3,0,0,0.0
4,1,29,1,3,5,0,3,2,0.0
4,1,29,2,1,4,0,4,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,2,3,2,0,0,1.0
4,1,29,2,3,7,0,0,0,1.0
4,1,29,2,2,5,0,2,0,0.0
4,1,29,1,2,5,0,5,0,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,2,4,9,4,2,1,1.0
4,1,29,1,1,3,1,2,0,0.0
4,1,29,1,1,4,0,1,1,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,15,1,1,1,1,0,0,0.0
4,1,9,2,1,7,5,0,2,0.0
4,1,29,2,3,7,2,2,3,0.0
4,1,24,2,4,20,1,8,12,1.0
4,1,29,2,2,6,3,2,1,1.0
4,1,29,1,1,1,0,2,0,1.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,4,10,2,3,4,0.0
4,1,29,1,1,2,2,0,0,0.0
4,1,9,1,1,1,1,0,0,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,24,2,3,13,1,11,3,2.0
4,1,9,2,1,2,2,0,0,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,1,6,4,1,0,0.0
4,1,24,2,2,8,2,2,4,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,9,2,2,4,4,0,0,0.0
4,1,46,1,1,1,0,0,1,0.0
4,1,46,1,1,1,0,1,0,0.0
4,1,46,1,1,1,1,0,0,0.0
4,1,46,1,1,1,1,0,0,0.0
4,1,46,1,1,1,1,0,0,0.0
4,1,46,1,1,1,0,0,1,0.0
4,1,9,1,1,1,0,1,0,0.0
4,1,9,2,3,11,5,4,3,1.0
4,1,29,1,1,1,0,0,1,0.0
4,1,9,1,1,1,1,0,0,0.0
4,1,9,2,2,7,7,0,0,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,1,1,3,1,2,0,0.0
4,1,29,1,2,2,2,0,1,1.0
4,1,29,2,1,3,0,4,0,1.0
4,1,29,2,2,9,5,1,2,0.0
4,1,29,2,5,19,14,0,0,2.0
4,1,29,1,1,2,0,2,0,0.0
4,1,29,1,1,2,2,0,0,0.0
4,1,29,2,4,21,8,7,7,1.0
4,1,29,1,1,3,3,0,0,0.0
4,1,29,2,4,12,1,4,0,0.0
4,1,9,2,3,5,0,0,5,0.0
4,1,46,1,2,7,4,0,3,0.0
4,1,9,2,1,6,5,1,0,0.0
4,1,16,1,1,6,7,0,0,1.0
4,1,46,1,1,2,1,1,0,0.0
4,1,29,2,1,4,0,0,0,0.0
4,1,29,2,1,7,2,2,3,0.0
4,1,44,1,1,1,1,0,0,0.0
4,1,29,1,1,2,1,0,0,0.0
4,1,29,1,1,1,0,1,0,0.0
4,1,29,2,4,21,4,9,2,0.0
4,1,29,1,1,2,0,0,1,0.0
4,1,29,1,2,4,2,1,0,1.0
4,1,29,1,1,1,1,0,0,0.0
4,1,9,2,2,2,1,0,1,0.0
4,1,9,1,1,2,2,0,0,0.0
4,1,9,1,1,3,3,0,0,0.0
4,1,9,1,1,1,0,2,0,1.0
4,1,9,2,2,7,5,2,0,0.0
4,1,9,1,1,1,0,1,0,0.0
4,1,9,2,2,4,0,2,3,1.0
4,1,9,2,1,4,0,5,0,1.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,1,2,3,1,2,0,0.0
4,1,29,1,1,2,1,0,1,0.0
4,1,29,1,1,2,0,0,2,0.0
4,1,29,1,1,2,0,0,0,0.0
4,1,29,1,1,1,0,0,0,0.0
4,1,29,2,2,12,1,4,0,0.0
4,1,29,2,1,2,1,0,1,0.0
4,1,29,2,1,2,3,0,0,1.0
4,1,29,2,3,6,0,0,0,1.0
4,1,29,1,1,2,1,1,0,0.0
4,1,29,2,4,11,3,4,3,1.0
4,1,29,1,1,2,1,1,0,0.0
4,1,29,2,1,2,0,0,2,0.0
4,1,29,2,2,9,3,3,0,0.0
4,1,29,2,3,10,4,3,3,0.0
4,1,28,2,3,3,1,0,0,0.0
4,1,9,2,2,20,28,4,0,6.0
4,1,29,2,4,6,0,0,0,0.0
4,1,9,2,2,5,3,1,1,0.0
4,1,29,2,1,3,0,2,0,0.0
4,1,29,2,2,8,5,0,2,0.0
4,1,29,1,1,2,2,0,0,0.0
4,1,29,1,1,1,0,0,1,0.0
4,1,29,2,2,4,0,0,4,0.0
4,1,44,1,1,1,0,1,0,0.0
4,1,29,1,2,5,0,5,0,0.0
4,1,29,2,3,7,1,3,1,1.0
4,1,29,1,1,2,0,0,4,1.0
4,1,29,2,2,5,0,0,5,0.0
4,1,29,1,1,1,1,0,0,0.0
4,1,29,2,3,3,0,1,2,0.0
4,1,9,2,2,4,3,0,1,0.0
4,2,29,2,1,11,2,5,5,1.0
4,2,29,1,1,1,1,0,0,0.0
4,2,29,2,3,5,0,2,0,1.0
4,2,29,2,4,9,4,0,1,0.0
4,2,29,2,3,6,4,0,0,1.0
4,2,29,2,2,2,0,0,2,0.0
4,2,9,1,2,3,0,0,3,0.0
4,2,9,2,3,11,3,1,7,0.0
4,2,29,2,4,13,6,3,1,1.0
4,2,29,2,2,4,0,1,2,0.0
4,2,29,2,2,8,5,0,2,1.0
4,2,9,1,1,2,0,2,0,0.0
4,2,46,1,1,7,12,0,0,4.0
4,2,29,1,1,1,0,1,0,0.0
4,2,29,1,1,2,0,0,1,0.0
4,2,9,2,4,21,0,18,3,0.0
4,2,29,1,1,3,0,3,0,0.0
4,2,9,1,1,1,1,0,0,0.0
4,2,9,1,1,2,2,0,0,0.0
4,2,29,2,3,3,3,0,0,0.0
4,2,24,2,4,17,0,10,8,1.0
4,2,29,1,1,1,0,0,0,1.0
4,2,9,1,1,1,0,1,0,0.0
4,2,29,2,3,27,14,13,1,1.0
4,2,29,1,1,1,0,0,0,1.0
4,2,9,2,1,5,1,2,2,0.0
4,2,9,1,2,4,1,3,0,0.0
4,2,29,2,1,3,0,2,0,0.0
4,2,24,1,2,3,4,0,0,1.0
4,2,29,1,1,2,0,0,2,0.0
4,2,10,2,3,6,3,2,1,0.0
4,2,29,2,2,4,0,5,0,1.0
4,2,46,1,1,1,2,0,0,1.0
4,2,9,1,1,4,2,0,2,0.0
4,2,29,2,4,12,3,4,1,2.0
4,2,29,2,4,27,11,0,17,2.0
4,2,29,2,4,20,3,3,8,0.0
4,2,41,2,1,2,1,0,0,0.0
4,2,29,2,1,5,3,2,0,1.0
4,2,24,2,1,6,3,3,1,1.0
4,2,9,1,2,8,3,5,1,1.0
4,2,9,1,1,1,1,0,0,0.0
4,2,9,1,1,5,1,0,5,1.0
4,2,24,1,1,2,0,2,0,0.0
4,2,29,2,5,12,0,5,5,3.0
4,2,29,2,3,7,1,0,1,0.0
4,2,29,1,1,2,0,1,1,0.0
4,2,29,2,5,15,6,3,5,4.0
4,2,29,1,3,15,6,6,3,0.0
4,2,29,1,1,1,0,0,1,0.0
4,2,29,2,1,2,0,2,0,0.0
4,2,29,2,4,5,2,1,0,0.0
4,2,29,2,2,4,0,4,0,0.0
4,2,29,2,3,9,2,4,3,1.0
4,2,41,2,1,2,1,0,0,0.0
4,2,29,2,3,6,1,0,5,0.0
4,2,9,2,2,8,4,4,0,0.0
4,2,9,2,1,2,1,1,0,0.0
4,2,29,2,3,6,0,0,6,0.0
4,2,9,2,2,3,2,1,0,0.0
4,2,9,1,1,2,0,0,2,0.0
4,2,9,2,2,15,2,7,10,4.0
4,2,29,2,1,5,2,0,1,0.0
4,2,9,1,1,3,3,0,0,0.0
4,2,27,2,4,23,0,5,13,0.0
4,2,9,1,1,1,0,0,1,0.0
4,2,29,2,3,11,1,0,5,0.0
4,2,29,1,1,1,0,1,0,0.0
4,2,9,2,1,2,1,1,0,0.0
4,2,29,2,2,5,0,1,0,0.0
4,2,29,2,2,4,1,0,1,0.0
4,2,29,1,1,1,0,0,1,0.0
4,2,29,2,2,5,2,4,0,1.0
4,2,29,1,2,3,1,2,0,0.0
4,2,29,1,1,1,0,0,1,0.0
4,2,24,2,3,27,15,10,3,2.0
4,2,24,1,2,3,3,0,0,0.0
4,2,7,2,3,7,1,2,4,0.0
4,2,24,2,4,15,7,0,8,0.0
4,2,29,1,1,2,0,0,0,0.0
4,2,29,2,2,2,0,0,2,0.0
4,2,29,1,1,1,0,0,1,0.0
4,2,29,2,1,3,0,3,0,0.0
4,2,29,2,2,7,0,6,0,0.0
4,2,29,2,1,14,5,7,3,1.0
4,2,29,2,3,24,7,0,8,0.0
4,2,29,2,1,3,1,1,0,0.0
4,2,29,1,2,3,2,0,1,0.0
4,2,9,1,1,1,1,0,0,0.0
4,2,29,1,1,1,0,0,0,0.0
4,2,29,2,2,2,0,0,0,0.0
4,2,29,1,1,1,0,0,1,0.0
4,2,9,1,1,1,0,1,0,0.0
4,2,24,2,2,9,10,0,0,1.0
4,2,29,2,3,7,3,0,0,0.0
4,2,21,2,4,14,0,0,0,1.0
4,2,9,1,1,1,1,0,0,0.0
4,2,29,1,1,2,1,0,1,0.0
4,2,9,1,1,5,3,2,0,0.0
4,2,29,1,1,1,0,0,0,0.0
4,2,9,1,1,1,1,0,0,0.0
4,2,21,1,1,5,5,0,0,0.0
4,2,21,1,1,3,1,0,2,0.0
4,2,29,2,4,14,0,3,0,0.0
4,2,29,2,4,20,5,0,0,1.0
4,2,29,1,1,1,0,0,1,0.0
4,2,9,1,2,4,4,1,0,1.0
4,2,10,1,1,6,7,0,0,1.0
4,2,41,2,2,2,0,1,0,0.0
4,2,29,1,1,1,0,0,0,0.0
4,2,29,1,1,4,0,4,0,0.0
4,2,29,1,1,1,1,0,0,0.0
4,2,9,2,3,8,2,2,4,0.0
4,2,9,2,3,9,5,0,3,0.0
4,2,29,1,1,1,1,0,0,0.0
4,2,29,2,3,6,2,0,1,0.0
4,2,9,1,1,1,0,1,0,0.0
4,2,29,1,3,4,3,0,0,0.0
4,2,29,2,5,16,0,4,3,1.0
4,2,29,2,2,3,1,1,1,0.0
4,2,29,2,4,23,5,5,2,1.0
4,2,29,2,3,14,8,0,5,0.0
4,2,29,1,3,6,0,2,4,0.0
4,2,29,2,2,9,6,0,3,0.0
4,2,29,2,2,3,0,1,0,0.0
4,2,29,2,2,5,3,2,0,0.0
4,2,29,1,2,3,0,1,2,0.0
4,2,29,2,2,10,1,4,0,0.0
4,2,29,2,1,3,3,0,0,0.0
4,2,29,2,1,4,0,1,3,0.0
4,2,29,2,2,9,6,1,2,1.0
4,2,29,2,2,5,0,1,3,0.0
4,2,29,1,3,5,0,2,1,0.0
4,2,29,2,2,8,2,5,2,1.0
4,2,29,1,1,1,0,0,0,0.0
4,2,29,1,1,3,0,0,3,1.0
4,2,29,1,2,6,2,3,1,0.0
4,2,29,2,4,17,7,4,2,0.0
4,2,29,2,1,3,0,0,1,0.0
4,2,29,2,2,2,1,0,1,0.0
4,2,29,2,4,14,5,1,2,0.0
4,2,29,2,1,5,1,2,1,0.0
4,2,29,2,1,6,0,0,2,0.0
4,2,29,1,1,1,0,0,0,0.0
4,2,29,2,3,7,3,2,2,3.0
4,2,29,2,2,7,2,4,1,0.0
4,2,29,2,1,4,1,3,0,0.0
4,2,29,2,5,13,5,0,1,1.0
4,2,29,1,1,1,0,0,0,0.0
4,2,29,1,1,1,1,0,0,0.0
4,2,29,2,2,6,0,0,5,0.0
4,2,29,1,1,1,0,1,0,0.0
4,2,29,2,2,2,1,0,0,0.0
4,2,29,1,1,1,0,1,0,0.0
4,2,29,2,5,34,0,14,2,10.0
4,2,29,1,1,2,0,1,0,0.0
4,2,29,2,3,4,0,0,3,0.0
4,2,29,2,3,10,4,0,0,1.0
4,2,29,1,1,1,0,0,1,0.0
4,2,29,2,1,4,0,7,0,2.0
4,2,29,2,1,4,1,0,1,0.0
4,2,29,2,3,8,9,0,0,1.0
4,2,29,1,1,2,2,0,0,0.0
4,2,38,2,3,5,0,0,0,0.0
4,2,34,2,3,19,0,2,37,11.0
4,2,34,1,1,1,1,0,0,0.0
4,2,29,2,2,8,4,0,4,1.0
4,2,29,1,1,1,1,0,0,0.0
4,2,29,1,1,1,2,0,0,1.0
4,2,29,2,4,6,0,4,0,1.0
4,2,29,1,3,9,0,6,3,0.0
4,2,29,1,1,1,1,0,0,0.0
4,2,29,1,1,2,1,0,1,0.0
4,2,29,1,1,1,0,1,0,0.0
4,2,29,2,1,3,0,1,1,0.0
